2^2, 5.48362731934e-05
2^3, 1.28746032715e-05
2^4, 1.38282775879e-05
2^5, 1.50203704834e-05
2^6, 2.09808349609e-05
2^7, 2.50339508057e-05
2^8, 4.79221343994e-05
2^9, 0.000135898590088
2^10, 6.103515625e-05
2^11, 0.000444889068604
2^12, 0.00070595741272
2^13, 0.000943183898926
2^14, 0.0033848285675
2^15, 0.000956058502197
2^16, 0.00876593589783
2^17, 0.0192971229553
2^18, 0.0345368385315
2^19, 0.0653941631317
2^20, 0.126065969467
2^21, 0.0637240409851
2^22, 0.481825828552
2^23, 0.98761510849
2^24, 1.87687206268
2^25, 3.76413488388
2^26, 8.07955312729
2^27, 23.5873699188
2^28, 23.9857709408
2^29, 167.629634142
